Continent,Country,State,Address,ZipCode,ProductName,ProductCategory,ProductSubcategory,OrderDate,DeliveryDate,Cost,UnitPrice,Quantity,FirstName,LastName,Email,Phone,StoreName
Europe,Germany,Bavaria,2486 Michelle Corner,45152,Tablet - Shoulder,Electronics,Tablet,2025-02-27,2025-03-02,1784.88,386.43,7,Ryan,Preston,victoriaroth@jimenez-johnson.org,670-141-2804x471,Potts and Sons
Europe,Germany,Berlin,48748 Powell Forest Suite 886,92596,Couch - Very,Furniture,Couch,2025-03-03,2025-03-12,1052.25,354.12,4,Chad,Mcintosh,astevens@warner.org,+1-513-689-9065x7416,Benitez and Sons
Europe,France,State1,375 Norman Wall,66980,Shirt - Personal,Clothing,Shirt,2025-04-08,2025-04-17,675.96,323.71,3,Joseph,Walker,folson@hotmail.com,(929)458-3618x837,"Robinson, Barron and Sullivan"
Asia,Japan,State2,42445 Ian Village Suite 702,16300,Laptop - Film,Electronics,Laptop,2025-05-02,2025-05-10,608.14,114.58,8,Valerie,Burnett,kristine98@durham.com,763.294.0380,"Walter, Mckee and Lee"
Asia,Japan,State2,808 Flores Walks Apt. 086,13827,Table - Fly,Furniture,Table,2025-03-25,2025-03-29,108.4,79.45,2,Christina,Watkins,vcharles@clark.com,(940)275-9425,Scott-Garrett
Asia,China,State2,5557 Boyd Forest Apt. 810,90349,Couch - Week,Furniture,Couch,2025-01-17,2025-01-22,308.68,100.2,5,Rebecca,Simpson,phillip55@clark-love.com,096-006-6161,Clay Group
Europe,France,State2,0244 Bennett Mountain Apt. 814,28409,Mobile - Receive,Electronics,Mobile,2025-05-14,2025-05-21,1309.84,246.0,7,Jerry,Vaughn,vmurphy@yahoo.com,606-834-2605x338,Lucero Group
Asia,Japan,State2,0818 Todd Path Apt. 414,84311,Couch - Office,Furniture,Couch,2025-03-03,2025-03-11,247.29,284.85,1,Andrew,Barnes,alicia45@taylor.biz,937-902-2930,"Collins, Bush and Cisneros"
Asia,India,Karnataka,34557 Samantha Mountains,24819,Jacket - Plant,Clothing,Jacket,2025-04-24,2025-04-28,1704.55,335.39,6,Matthew,Hughes,sheenabrown@hotmail.com,657.837.1510,Lewis-Ayers
North America,Mexico,State2,7959 Julia Stravenue Apt. 496,63342,Mobile - Feel,Electronics,Mobile,2025-02-08,2025-02-17,531.05,254.73,3,Jeffery,Miller,xedwards@yahoo.com,001-120-945-4028,Ross Group
North America,Canada,State2,9769 Blanchard Freeway,88986,Jacket - Sea,Clothing,Jacket,2025-04-18,2025-04-20,3238.29,472.23,8,Paul,Tucker,amorrison@hotmail.com,001-786-391-4183x59094,Harris-Frost
North America,Canada,State1,0725 Nelson Stream,20235,Mobile - Poor,Electronics,Mobile,2025-01-21,2025-01-26,2046.51,351.26,7,Timothy,Jenkins,johnny28@ramirez-brown.com,939-146-0378,"Campbell, Carter and Owens"
North America,Canada,State1,085 Castillo Alley,94817,Chair - Concern,Furniture,Chair,2025-01-13,2025-01-18,3398.95,478.0,10,Terry,Johnson,maryburke@galloway.info,+1-746-317-7186x266,Edwards PLC
Europe,Germany,Berlin,86381 Alex Flat,19167,Couch - Side,Furniture,Couch,2025-06-20,2025-06-23,1933.18,327.97,8,Julie,Ortiz,nturner@yahoo.com,(654)977-0536x4434,"Hubbard, Rose and Jones"
Europe,France,State2,2080 Jackie Way Apt. 482,70314,Jeans - Order,Clothing,Jeans,2025-05-11,2025-05-21,256.76,65.56,6,Albert,Johnson,kellymichele@johnson-schultz.biz,696.900.1923x31524,Garcia-Rodriguez
Europe,France,State1,8427 Holmes Vista Apt. 277,95951,Jacket - Address,Clothing,Jacket,2025-04-16,2025-04-20,1379.39,223.58,9,Stephanie,Duncan,jeremycalderon@mcmillan-gilbert.com,1844576616,Reilly Ltd
North America,Mexico,State2,641 Jason Place,40729,Jeans - Trouble,Clothing,Jeans,2025-03-10,2025-03-13,511.11,404.91,2,Bryan,Curtis,elizabethlittle@yahoo.com,(346)554-6120,"Randall, Sloan and Wise"
North America,USA,New York,4401 Janice Pass,79355,Chair - Discussion,Furniture,Chair,2025-07-30,2025-08-08,2924.93,464.34,10,Danny,Evans,tina54@cooper.biz,(860)781-3847,Mclaughlin-Jenkins
Europe,UK,State1,4918 Smith Square,70713,Jeans - Stuff,Clothing,Jeans,2025-05-10,2025-05-18,351.14,119.21,4,Nicole,Taylor,changemily@yahoo.com,001-465-120-6906x11959,Sanchez LLC
Europe,Germany,Bavaria,58464 Tammy Ranch,33303,Chair - Look,Furniture,Chair,2025-03-26,2025-04-02,1437.33,212.34,8,Joseph,Flowers,wattsjonathan@brown.com,950-787-3053,"Gonzales, Murphy and Gibbs"
North America,Mexico,State2,92620 Maldonado Trafficway,93430,Laptop - Party,Electronics,Laptop,2025-01-11,2025-01-16,1158.23,148.97,9,Michael,Reed,pamelaturner@yahoo.com,(657)833-9399x431,Allen LLC
Europe,France,State2,8782 Erika Port Suite 728,32253,Shirt - All,Clothing,Shirt,2025-05-17,2025-05-19,110.68,26.01,7,Cassandra,Stone,hoffmananna@welch-chapman.net,607-456-2567x0327,Maddox PLC
Europe,UK,State2,98020 Peterson Shore Apt. 046,77233,Chair - Bit,Furniture,Chair,2025-07-27,2025-08-04,810.13,282.31,4,Rhonda,Tanner,biancachen@yahoo.com,+1-477-392-0244,"Romero, Kelly and Hayes"
North America,Mexico,State2,718 David Falls,08093,Tablet - Thank,Electronics,Tablet,2025-04-15,2025-04-23,1011.79,470.3,3,Katherine,Todd,cherylwaller@gmail.com,001-694-261-6664x7107,Fleming and Sons
North America,USA,Texas,08313 Denise Club Suite 183,23893,Couch - Run,Furniture,Couch,2025-03-27,2025-03-31,701.02,123.18,7,Christopher,Moore,combstravis@aguirre.biz,001-430-860-4283x167,White-Peterson
Asia,Japan,State1,447 Benjamin Causeway Suite 067,84897,Jacket - Challenge,Clothing,Jacket,2025-03-24,2025-04-01,1361.18,420.3,5,Joel,Velez,scottamy@brown.org,8479801170,York LLC
Europe,Germany,Bavaria,585 Avila Mission Apt. 336,82870,Mobile - Simple,Electronics,Mobile,2025-05-14,2025-05-22,247.52,318.16,1,Steven,Chandler,fhuynh@gmail.com,001-999-378-4865,Nelson-Little
Asia,Japan,State1,34304 Anthony Mountain Apt. 002,51966,Jeans - Commercial,Clothing,Jeans,2025-03-26,2025-03-28,1166.23,491.87,3,Stephanie,Mcdonald,sean39@yahoo.com,163-825-1172x3035,Medina LLC
Europe,Germany,Bavaria,30804 Amanda Spurs Suite 112,48648,Shirt - Movement,Clothing,Shirt,2025-03-05,2025-03-11,733.79,272.35,4,Wayne,Turner,sanderslucas@livingston-martinez.com,(716)810-9817,Wells and Sons
Europe,France,State1,2673 Wilson Bridge,59745,Chair - Just,Furniture,Chair,2025-06-16,2025-06-20,249.79,322.81,1,Kathy,Boyle,vhill@yahoo.com,473-594-6895,Durham and Sons
Asia,India,Maharashtra,7689 Love Valleys Apt. 951,51360,Shirt - Dark,Clothing,Shirt,2025-07-01,2025-07-04,386.63,148.41,3,Courtney,Cruz,terricurtis@castillo.com,+1-507-151-9963x230,Rowland-Cooper
Asia,India,Maharashtra,15953 Linda Parkways Suite 162,99691,Chair - Rather,Furniture,Chair,2025-04-30,2025-05-08,304.03,250.61,2,Vanessa,Velasquez,vlopez@miller.biz,3098051834,Bartlett-Hernandez
Asia,China,State1,6808 Ramos Roads,99750,Tablet - Word,Electronics,Tablet,2025-03-19,2025-03-27,2466.36,445.96,7,Tammy,Wright,kennethhaynes@gmail.com,001-676-218-7430x964,Cabrera-Harris
Europe,Germany,Bavaria,8348 Johnson Stravenue,84176,Chair - Money,Furniture,Chair,2025-04-28,2025-05-02,2734.54,319.29,10,Gerald,Allison,jpowers@lawrence.net,(627)733-1258,Morrison and Sons
Asia,China,State2,3404 Cindy Way Suite 476,45206,Couch - Big,Furniture,Couch,2025-02-20,2025-03-02,72.06,87.61,1,Jennifer,Atkinson,richard96@yates.org,(175)171-3528,"Mack, Skinner and Buck"
Asia,India,Karnataka,05745 Todd Manor Suite 878,39575,Tablet - Finish,Electronics,Tablet,2025-05-08,2025-05-10,1515.31,260.75,9,Darin,Gardner,whiteryan@nichols-young.com,+1-482-245-2488x160,Day-Johnson
Europe,Germany,Bavaria,5461 Garcia Rue Apt. 014,88788,Laptop - Record,Electronics,Laptop,2025-03-15,2025-03-19,164.37,50.89,4,Kimberly,Lin,mariahunter@young.com,+1-012-771-2771,Roman-Parker
Asia,China,State2,091 Campbell Oval,75201,Chair - Who,Furniture,Chair,2025-05-05,2025-05-08,1703.94,356.96,6,Renee,King,anthonypham@larson.com,(419)965-8402x9376,Holland-Cowan
Europe,UK,State2,728 Sarah Freeway Suite 562,54771,Couch - Enter,Furniture,Couch,2025-05-06,2025-05-14,349.59,132.55,4,Bradley,Smith,bethany01@tate.com,0537828687,Underwood Ltd
North America,Canada,State2,71081 Duncan Extension,22298,Tablet - Professional,Electronics,Tablet,2025-03-04,2025-03-10,1060.99,399.11,3,Jamie,Zimmerman,zduffy@gmail.com,541-519-8070,"Rios, Burton and Williams"
Europe,France,State2,942 Robinson Plain,31658,Couch - This,Furniture,Couch,2025-02-19,2025-02-25,1479.42,315.23,6,Kirk,Jackson,anitawise@hotmail.com,+1-749-559-1092,Gross-Harvey
Europe,Germany,Hamburg,2834 Pena Rue Apt. 619,04006,Table - Spend,Furniture,Table,2025-03-31,2025-04-03,448.81,91.95,8,Michael,Choi,jared29@yahoo.com,499-094-1679,Ward PLC
North America,Canada,State2,5481 Anna Ridges,16359,Couch - Generation,Furniture,Couch,2025-03-02,2025-03-12,780.95,205.17,6,Thomas,Martin,krista48@hotmail.com,494.009.2628x8658,"Williams, Marshall and Norman"
Europe,France,State1,057 Christopher Parks,37885,Chair - Though,Furniture,Chair,2025-01-09,2025-01-12,944.73,331.91,4,Michelle,Brandt,jmorris@hotmail.com,+1-255-568-0846x900,Douglas-Archer
Europe,Germany,Bavaria,42494 Gregory Avenue Apt. 519,91283,Couch - Body,Furniture,Couch,2025-05-12,2025-05-14,530.31,114.75,6,Bill,Kemp,kyleadams@yahoo.com,9577248774,"Valdez, Rodriguez and Deleon"
Europe,Germany,Hamburg,7289 Shirley Court,88885,Laptop - Low,Electronics,Laptop,2025-05-31,2025-06-06,758.17,113.97,10,Brian,Moran,josephstevens@hotmail.com,001-180-420-2230x59757,Cisneros Inc
North America,Canada,State1,765 Ward Knolls,45988,Jacket - Enjoy,Clothing,Jacket,2025-03-25,2025-04-02,807.38,165.71,7,Dominic,Hicks,xmcdowell@gmail.com,001-664-878-2648x7130,Haney-Hampton
Asia,India,Maharashtra,453 Justin Road Suite 294,83788,Chair - Approach,Furniture,Chair,2025-01-21,2025-01-27,352.52,68.44,7,Courtney,Hicks,hsmith@hotmail.com,001-450-563-3706x951,Cooper LLC
North America,Canada,State2,9559 Martin Ports Apt. 332,38356,Tablet - Tonight,Electronics,Tablet,2025-01-26,2025-01-28,78.24,18.74,5,Charles,Contreras,fhiggins@hotmail.com,1677436048,"Garcia, Long and Martinez"
North America,USA,Texas,69474 Tanya Inlet Suite 688,76824,Chair - Price,Furniture,Chair,2025-01-01,2025-01-09,393.02,448.96,1,Jason,Wagner,fwelch@nielsen.biz,580-843-1965x2179,"Meyer, Munoz and Gonzales"
Asia,China,State1,60557 Brown Road,70168,Laptop - Simply,Electronics,Laptop,2025-01-15,2025-01-18,1740.62,364.39,7,Karen,Turner,amanda76@hotmail.com,591-268-1307x83731,"French, Villarreal and Lee"
Europe,France,State1,34592 Gregory Land,91338,Jeans - Station,Clothing,Jeans,2025-07-22,2025-07-31,228.03,33.07,10,Zachary,Oconnell,michael71@cannon.info,351-492-8632x702,"Norris, Bailey and Sellers"
Europe,France,State1,81060 Hughes Village,39396,Couch - Describe,Furniture,Couch,2025-02-08,2025-02-11,101.52,119.77,1,Joshua,Clark,whiteyvonne@hotmail.com,(335)641-6298x7025,Scott-Orr
Asia,India,Maharashtra,351 Anderson Flat Suite 850,35004,Jacket - City,Clothing,Jacket,2025-02-06,2025-02-14,245.56,93.39,4,Jessica,Bauer,gavin02@hotmail.com,547.224.0553,Griffith-Liu
Europe,UK,State1,45892 Cox Roads,22144,Shirt - Answer,Clothing,Shirt,2025-06-07,2025-06-13,56.84,64.29,1,James,Williams,waltonrobert@hotmail.com,355.563.8598,Ali and Sons
Asia,China,State2,8698 Bradley Key Suite 733,69264,Jacket - At,Clothing,Jacket,2025-07-24,2025-08-01,1545.86,352.35,5,Aaron,Hanson,asoto@nunez.com,1750566558,Hawkins and Sons
North America,Canada,State1,223 Keith Canyon Suite 300,52837,Laptop - Physical,Electronics,Laptop,2025-01-16,2025-01-20,3959.57,445.02,10,John,Brown,serranomelissa@massey-garcia.com,(359)114-2028x6122,"Sanders, Nichols and Sanders"
Europe,UK,State2,0245 Taylor Green,97264,Shirt - Direction,Clothing,Shirt,2025-03-03,2025-03-13,855.43,127.86,9,Brooke,Jackson,hernandezheather@brown.info,928.243.5097x91353,"Jenkins, Chase and Bonilla"
Europe,France,State2,2948 Russell Oval Suite 408,99279,Jeans - Song,Clothing,Jeans,2025-03-04,2025-03-09,191.88,139.27,2,Tammy,Dalton,xcarpenter@gmail.com,(140)830-7090x6336,"Morris, James and Fields"
Asia,China,State1,7261 Reese Tunnel Apt. 629,19582,Jacket - Around,Clothing,Jacket,2025-02-20,2025-02-25,70.08,46.82,2,Kelly,Cain,mhancock@hotmail.com,001-243-821-4629x2222,Fry-Browning
Asia,India,Karnataka,85223 Guzman Burgs,50935,Laptop - Young,Electronics,Laptop,2025-07-25,2025-08-02,699.19,248.95,4,Duane,Maldonado,richgrace@yahoo.com,124-522-9245x6708,Gonzalez Ltd
North America,Mexico,State2,46293 Dawn Mount Suite 153,45328,Couch - Reduce,Furniture,Couch,2025-03-27,2025-04-05,806.23,425.43,3,Angela,Burnett,jennifergriffin@harding.org,5309458759,"Mccarthy, Stein and Terry"
Asia,India,Maharashtra,32300 Smith Manor Apt. 869,40281,Table - Hair,Furniture,Table,2025-01-23,2025-02-02,1029.76,392.21,4,Wesley,Evans,steven52@hotmail.com,+1-148-356-5086x922,"Lyons, Lopez and Stokes"
Europe,France,State1,411 Patricia Well Suite 562,86136,Jeans - Low,Clothing,Jeans,2025-01-01,2025-01-04,447.32,235.87,3,Kevin,Jones,pgriffin@hotmail.com,9405964703,"Thompson, Cardenas and Byrd"
Asia,India,Telangana,20654 Donald Lodge Apt. 434,08189,Chair - Deep,Furniture,Chair,2025-06-14,2025-06-20,184.77,243.36,1,Heather,Bullock,jjones@adams.com,683-095-3122x52649,Jackson-Roberts
Europe,France,State1,644 William Road Apt. 070,60820,Shirt - Life,Clothing,Shirt,2025-04-20,2025-04-27,573.37,113.91,7,Alexandria,Navarro,rodriguezkelly@mills-smith.biz,+1-421-187-4900x449,Dunn-Brown
Europe,UK,State2,149 Yvette Haven,75007,Laptop - Available,Electronics,Laptop,2025-01-22,2025-01-28,276.18,57.93,6,Carolyn,Smith,brian41@gmail.com,070-431-0550,"Novak, Sharp and Gonzales"
North America,Canada,State1,66067 Holland Grove Apt. 483,45794,Chair - Director,Furniture,Chair,2025-02-04,2025-02-12,685.44,301.08,3,Sharon,Cook,david27@williams-moore.com,001-386-115-1116x27143,Luna-Palmer
Europe,UK,State2,0472 Bailey Crossing Apt. 737,10250,Tablet - Society,Electronics,Tablet,2025-05-24,2025-05-26,1278.21,479.9,4,Jacob,Smith,jessica84@cervantes-adkins.com,8860969253,"Lee, Rodriguez and Long"
Asia,India,Karnataka,91400 Fred Stravenue,82333,Chair - Tax,Furniture,Chair,2025-04-02,2025-04-05,357.74,59.51,9,Shannon,Zimmerman,zacharywest@quinn-rogers.org,925-434-5026x642,Williams-Powers
North America,Mexico,State2,4811 Matthew Trafficway Apt. 927,19953,Table - Measure,Furniture,Table,2025-04-05,2025-04-08,1277.2,369.62,4,Lori,Lopez,nruiz@hotmail.com,677.810.7082,"Giles, Hamilton and Larson"
Europe,France,State1,15792 Anna Skyway,33131,Mobile - Enter,Electronics,Mobile,2025-01-21,2025-01-28,1221.33,355.87,5,Lacey,Cruz,allengriffin@gmail.com,001-512-660-8696,"Lynch, Walker and Howard"
Asia,India,Telangana,39092 Myers Orchard Apt. 608,55213,Jacket - Stand,Clothing,Jacket,2025-02-12,2025-02-21,1724.69,427.76,5,Jeremy,Brock,bradley66@osborn.com,(080)050-9083x069,Rosales Inc
Asia,China,State1,5644 Brenda Summit,38239,Mobile - Culture,Electronics,Mobile,2025-05-21,2025-05-28,384.03,79.5,8,Kimberly,Richard,robertlong@yahoo.com,2999076191,Holt PLC
Europe,France,State2,7849 Joel Villages,12779,Mobile - Sound,Electronics,Mobile,2025-07-16,2025-07-22,155.12,93.66,2,Shannon,Ramirez,wangryan@watson-costa.com,375-315-7522x950,Harmon LLC
Asia,Japan,State2,90367 Peters Mills,47695,Couch - Sense,Furniture,Couch,2025-07-29,2025-07-31,2598.45,437.88,8,Nicole,Kennedy,kelseynguyen@gmail.com,347-439-2708x12078,Morrow Group
Asia,India,Karnataka,03208 Melanie Glens,13193,Jeans - Another,Clothing,Jeans,2025-01-11,2025-01-16,1908.27,256.54,9,Lisa,Sullivan,tbailey@nichols.biz,(190)764-4490x4394,Vasquez Inc
Asia,India,Maharashtra,7261 Matthew Tunnel,85459,Jeans - Size,Clothing,Jeans,2025-06-04,2025-06-13,2655.37,370.06,8,Latasha,Potts,lsmith@santos.com,001-218-956-8864,"Jones, Benjamin and Thomas"
Europe,UK,State2,3918 Gregory Plains Suite 876,11544,Table - Tv,Furniture,Table,2025-03-26,2025-04-04,286.91,415.6,1,Kristen,Torres,jessicaboone@hotmail.com,+1-736-090-8575x37947,Barnett Group
Europe,UK,State2,90024 Dawn Plain Suite 234,52863,Laptop - Including,Electronics,Laptop,2025-03-25,2025-04-04,59.63,82.47,1,Jennifer,Barrett,clarkepriscilla@gmail.com,676-089-6010,Rice and Sons
Asia,Japan,State1,425 Ward Curve,99520,Table - Human,Furniture,Table,2025-06-15,2025-06-17,947.91,293.02,4,Barbara,Hawkins,jacqueline04@hotmail.com,503-986-3834x6690,Wagner-Howell
Europe,France,State1,96532 Michelle Key,87375,Shirt - Necessary,Clothing,Shirt,2025-02-16,2025-02-21,2011.34,322.98,7,Selena,Johnson,zmcclain@williamson.net,001-786-015-0833x451,Phillips-Schmidt
North America,Mexico,State2,4183 Kimberly Points Apt. 474,19467,Shirt - Country,Clothing,Shirt,2025-07-24,2025-07-30,1915.73,445.12,6,Nicole,Johnson,aliciaanderson@gmail.com,+1-500-786-7755x005,Morrison Ltd
Europe,France,State2,036 Clark Loaf Apt. 424,62335,Mobile - Customer,Electronics,Mobile,2025-05-04,2025-05-14,1600.14,418.74,6,Juan,Carney,jnavarro@stewart.com,243.648.5178x27577,Pope-Jefferson
Europe,UK,State2,17419 Parker Stream Apt. 092,43414,Chair - Degree,Furniture,Chair,2025-01-24,2025-01-26,2392.8,464.34,8,Robert,Dixon,sara62@meyer-garrett.net,776.540.2347x1451,Jones-Harrell
North America,USA,New York,265 Maynard Falls,75221,Couch - Various,Furniture,Couch,2025-03-17,2025-03-27,327.02,158.79,3,Jeffrey,Contreras,paul75@yahoo.com,403-498-9397x59553,Nelson-Humphrey
Europe,Germany,Berlin,0544 Glenn Knolls Apt. 901,74189,Mobile - Inside,Electronics,Mobile,2025-04-26,2025-05-02,526.14,70.48,10,Jessica,Mcdonald,pbrown@fernandez.net,158.344.3029x973,"Crosby, White and Williams"
Asia,China,State2,29480 Hale Passage Suite 989,06630,Shirt - Often,Clothing,Shirt,2025-05-04,2025-05-06,334.57,77.48,5,Amber,Hayes,sharon27@parker.com,578-737-8156,Nelson-Boone
North America,Mexico,State1,7138 Gonzalez Highway,03129,Tablet - Can,Electronics,Tablet,2025-06-06,2025-06-12,984.57,498.0,3,Holly,Jarvis,sandersrobert@martinez.biz,+1-889-676-2182x247,Brown Group
North America,USA,Texas,0716 Davis Grove Suite 792,44276,Mobile - Over,Electronics,Mobile,2025-03-12,2025-03-21,635.83,131.88,6,Stephen,Wood,suebarajas@shaw.org,413.734.5424,Scott Group
Europe,France,State2,18195 Sean Tunnel,79624,Laptop - Mean,Electronics,Laptop,2025-02-07,2025-02-13,1248.06,162.26,10,Tammy,Hayes,pbryant@hester-obrien.com,164.538.3364,Reed LLC
North America,Canada,State1,32101 Matthew Hills Suite 759,09546,Shirt - Color,Clothing,Shirt,2025-05-16,2025-05-22,423.61,213.99,3,Kelly,Chapman,oruiz@gmail.com,001-705-682-5832x014,Huerta-Wyatt
Europe,Germany,Berlin,7988 Samuel Meadows,31338,Jacket - Suddenly,Clothing,Jacket,2025-03-26,2025-04-04,750.12,99.85,9,Robert,Christian,jennifer98@gmail.com,6326739206,Parker-Price
Europe,Germany,Bavaria,99211 Joseph Greens Apt. 506,79413,Jeans - Tend,Clothing,Jeans,2025-01-09,2025-01-16,3428.3,468.09,9,Elizabeth,Weaver,johnstonjoann@castillo.com,829.983.9901,Taylor-Gay
Europe,France,State2,7616 Jennifer Loaf Apt. 304,95841,Table - Home,Furniture,Table,2025-01-02,2025-01-10,144.69,23.56,8,Tammy,Johnson,molly80@gmail.com,001-314-336-0574x321,"Sampson, Byrd and Richardson"
Europe,Germany,Bavaria,599 Becky Trace Suite 919,50167,Jeans - Simply,Clothing,Jeans,2025-02-11,2025-02-16,1665.53,260.98,10,Megan,Haney,youngkelly@schneider-stewart.org,(059)483-6090,Kent LLC
North America,Mexico,State2,3609 Carter Rest,39741,Laptop - Voice,Electronics,Laptop,2025-01-29,2025-02-02,1749.86,338.34,7,Michael,Kirk,patricia73@brown.biz,1535305325,Summers-Smith
North America,Canada,State1,9704 Hill Squares,43815,Mobile - Lay,Electronics,Mobile,2025-03-09,2025-03-15,218.23,173.41,2,Marcus,Jarvis,nhudson@robbins.com,001-741-193-5391x03891,Byrd-Bright
Europe,UK,State2,18586 Jose Field Suite 290,04788,Jeans - Rule,Clothing,Jeans,2025-06-03,2025-06-05,598.26,372.83,2,Wendy,Robertson,kim85@palmer-gonzalez.net,3703773120,Jimenez-Mcdaniel
North America,Mexico,State1,4878 Linda Glens,03439,Shirt - Home,Clothing,Shirt,2025-06-09,2025-06-19,762.18,285.4,3,Jennifer,Bailey,alexis01@garcia.com,000.485.4123x4810,"Day, Torres and Kelly"
Asia,India,Karnataka,55614 Garcia Drives Suite 010,80737,Shirt - Two,Clothing,Shirt,2025-04-21,2025-04-27,1596.21,362.38,5,James,Anderson,briannarodriguez@yahoo.com,114-832-4096,"Nguyen, Flores and Henson"
Europe,UK,State1,16694 Sabrina Vista,84008,Mobile - So,Electronics,Mobile,2025-05-14,2025-05-16,583.87,305.86,3,Bruce,Jones,jeffreydominguez@barnes.biz,567-323-8368x41434,Velazquez Group
Asia,India,Telangana,749 Lee Flats,67667,Laptop - Father,Electronics,Laptop,2025-06-02,2025-06-04,1262.52,227.47,9,Emily,Heath,jessica50@hines.com,168.362.5772x10872,Thompson PLC
Asia,China,State2,7981 Morgan Course,72827,Chair - Manage,Furniture,Chair,2025-04-22,2025-04-27,970.2,137.53,9,Larry,Howard,cindyscott@hotmail.com,221-732-8424x87298,Ashley LLC
Europe,UK,State1,726 Hampton Shoal,85417,Chair - As,Furniture,Chair,2025-03-04,2025-03-06,196.2,79.43,3,John,Baker,colleen78@huerta.com,562-530-3024x1300,Vance PLC
Asia,India,Karnataka,2143 May Parkway Apt. 559,18601,Jacket - Business,Clothing,Jacket,2025-02-13,2025-02-23,668.65,243.32,4,Joanne,Snow,dunlapdavid@gmail.com,001-497-697-9987x2569,Jones Group
North America,USA,New York,6499 Hayes Squares,59119,Table - Least,Furniture,Table,2025-04-29,2025-05-05,1170.35,199.05,7,Jasmine,Lee,doughertyscott@gmail.com,+1-475-052-2011x270,Brown LLC
Europe,France,State2,332 Kathryn Corner Suite 331,53753,Mobile - Sign,Electronics,Mobile,2025-04-20,2025-04-26,394.89,68.86,8,Patty,Dodson,nrodgers@hotmail.com,446.970.7119x8951,Anderson Ltd
North America,Canada,State1,39037 Marc Land Suite 026,40009,Jacket - Strong,Clothing,Jacket,2025-02-12,2025-02-21,321.4,454.97,1,David,Powell,matthew88@baird.com,147.875.0805x711,Wood PLC
Asia,China,State2,748 Jackson Inlet,30786,Chair - Visit,Furniture,Chair,2025-07-13,2025-07-17,1314.81,255.31,6,Scott,Petersen,dpatterson@yahoo.com,867-118-8161x8277,"Scott, Parker and Williams"
Asia,China,State2,8452 Kemp Square Apt. 188,14205,Shirt - Quite,Clothing,Shirt,2025-03-27,2025-03-31,446.41,182.41,3,Louis,Simpson,weisskylie@yahoo.com,+1-557-970-7907x7045,Colon-Ford
Europe,France,State1,14127 Suzanne Radial Apt. 129,82598,Couch - Green,Furniture,Couch,2025-03-23,2025-03-29,258.9,43.42,7,Angela,Reyes,brian55@herman.com,748.565.2642x4374,Ritter Inc
Europe,France,State2,1064 Williams Estates,49782,Jacket - Clear,Clothing,Jacket,2025-07-16,2025-07-20,2686.25,357.17,10,Matthew,Klein,william60@jenkins.com,0932195693,"Taylor, Moore and Lopez"
North America,Mexico,State2,506 Lozano Crescent Suite 884,36222,Tablet - Strategy,Electronics,Tablet,2025-03-11,2025-03-18,3367.52,478.05,10,Elizabeth,Martinez,betty41@gmail.com,001-002-089-6760x4062,Brooks Inc
North America,Canada,State1,1967 Pamela Lodge Apt. 586,46854,Mobile - Election,Electronics,Mobile,2025-03-14,2025-03-18,144.82,57.3,4,Jimmy,Avery,rachel20@serrano-barrera.com,077-222-8749,Copeland Inc
North America,Canada,State2,86017 Rollins Spurs Suite 873,66385,Tablet - Word,Electronics,Tablet,2025-05-10,2025-05-15,588.15,450.9,2,Kathryn,Black,brownjamie@bell.com,352.237.7504x48063,"Knight, Gross and Tucker"
Europe,France,State1,460 Richard Station Apt. 616,95392,Tablet - Professional,Electronics,Tablet,2025-03-14,2025-03-20,46.74,28.33,2,Julia,Nguyen,stuartwright@hotmail.com,001-970-214-6169,Ramirez-Maldonado
Europe,France,State1,96544 Brenda Cape,99798,Laptop - Themselves,Electronics,Laptop,2025-01-14,2025-01-17,1399.08,195.04,8,Laura,Gonzalez,jacksondonna@yahoo.com,5035623724,Wells-James
North America,Mexico,State1,8511 Rhonda Island,99163,Laptop - Industry,Electronics,Laptop,2025-04-15,2025-04-24,1830.11,342.64,8,Philip,Young,ewashington@jones.net,125-927-2916x94222,Hendrix-Stokes
North America,USA,Texas,7617 Brooks Oval Apt. 245,68763,Shirt - Up,Clothing,Shirt,2025-02-25,2025-02-28,194.28,21.88,10,Rachael,Meyer,freynolds@castro.com,337.836.1592x66866,Wright-Scott
Asia,India,Telangana,565 Brent Causeway Apt. 275,02273,Mobile - Quickly,Electronics,Mobile,2025-07-21,2025-07-28,1735.21,288.46,7,Christina,Holt,thomas09@castro.com,142.137.4727x939,Weaver Inc
Europe,Germany,Hamburg,542 Morrow Streets Apt. 933,52303,Jacket - Continue,Clothing,Jacket,2025-02-25,2025-03-07,546.59,103.17,8,Jessica,Brennan,karenjohnson@thompson-rangel.com,+1-598-161-8098x098,"Russell, Cummings and Gordon"
Europe,UK,State2,272 Strickland Isle Apt. 275,79444,Couch - Option,Furniture,Couch,2025-01-25,2025-02-04,884.1,402.78,3,Jonathon,Price,hannahpage@white-huang.com,532-501-6993x29745,Smith-Clark
North America,Canada,State1,0862 Whitaker Tunnel,43098,Shirt - Big,Clothing,Shirt,2025-02-03,2025-02-07,892.81,156.13,9,Natasha,Walker,ali@hotmail.com,752-966-4711x81320,"Ortega, Morgan and Park"
Asia,India,Karnataka,465 Dalton Trail,54344,Jeans - Long,Clothing,Jeans,2025-03-02,2025-03-04,1133.36,412.45,4,Sharon,Reynolds,bookerstephen@hotmail.com,(559)991-9669x76022,Doyle Inc
